disease,resistance_gene_count,susceptibility_gene_count,evidence_strength_score,temperature,humidity,soil_moisture,light,risk_level,risk_score
Fusarium Wilt,1,0,-1.0,27.9,87.0,68.2,604.3,moderate,44.0
Bacterial Spot,1,0,-1.0,27.9,87.0,68.2,604.3,moderate,44.0
Early Blight,1,0,-0.6,18.6,81.1,68.2,710.4,moderate,40.0
Late Blight,0,0,0.0,18.6,81.1,68.2,710.4,moderate,62.0
Fusarium Wilt,1,0,-1.0,18.6,81.1,68.2,710.4,low,28.0
Bacterial Spot,0,0,0.0,18.6,81.1,68.2,710.4,low,34.0
Early Blight,1,0,-0.6,30.3,58.0,11.6,695.3,low,28.0
Late Blight,1,0,-0.6,30.3,58.0,11.6,695.3,low,28.0
Fusarium Wilt,0,0,0.0,30.3,58.0,11.6,695.3,moderate,62.0
Bacterial Spot,1,0,-0.6,30.3,58.0,11.6,695.3,low,28.0
Early Blight,1,0,-0.6,16.5,50.9,70.6,835.5,low,28.0
Late Blight,1,0,-1.0,16.5,50.9,70.6,835.5,low,28.0
Fusarium Wilt,1,0,-1.0,16.5,50.9,70.6,835.5,low,28.0
Bacterial Spot,1,0,-0.6,16.5,50.9,70.6,835.5,low,28.0
Early Blight,1,0,-0.6,34.1,80.9,77.4,123.3,moderate,40.0
Late Blight,1,0,-1.0,34.1,80.9,77.4,123.3,low,28.0
Fusarium Wilt,1,0,-1.0,34.1,80.9,77.4,123.3,moderate,44.0
Bacterial Spot,1,0,-0.6,34.1,80.9,77.4,123.3,low,28.0
Early Blight,1,0,-0.6,31.4,81.9,70.1,1133.1,moderate,40.0
Late Blight,1,0,-1.0,31.4,81.9,70.1,1133.1,low,28.0
Fusarium Wilt,0,0,0.0,31.4,81.9,70.1,1133.1,moderate,62.0
Bacterial Spot,0,0,0.0,31.4,81.9,70.1,1133.1,low,34.0
Early Blight,0,0,0.0,26.8,48.6,31.7,270.0,moderate,46.0
Late Blight,1,0,-1.0,26.8,48.6,31.7,270.0,low,16.0
Fusarium Wilt,0,0,0.0,26.8,48.6,31.7,270.0,moderate,62.0
Bacterial Spot,1,0,-0.6,26.8,48.6,31.7,270.0,moderate,40.0
Early Blight,0,0,0.0,24.4,34.0,48.0,415.0,moderate,46.0
Late Blight,1,0,-0.6,24.4,34.0,48.0,415.0,low,28.0
Fusarium Wilt,2,0,-2.0,24.4,34.0,48.0,415.0,low,16.0
Bacterial Spot,1,0,-1.0,24.4,34.0,48.0,415.0,low,28.0
Early Blight,0,0,0.0,17.1,70.7,22.8,213.3,moderate,46.0
Late Blight,2,0,-1.6,17.1,70.7,22.8,213.3,low,28.0
Fusarium Wilt,1,0,-1.0,17.1,70.7,22.8,213.3,low,28.0
Bacterial Spot,1,0,-0.6,17.1,70.7,22.8,213.3,low,28.0
Early Blight,0,0,0.0,22.7,39.0,21.9,304.5,moderate,46.0
Late Blight,1,0,-1.0,22.7,39.0,21.9,304.5,low,28.0
Fusarium Wilt,2,0,-2.0,22.7,39.0,21.9,304.5,low,16.0
Bacterial Spot,1,0,-0.6,22.7,39.0,21.9,304.5,low,28.0
Early Blight,0,0,0.0,36.9,47.4,23.7,1119.0,low,34.0
Late Blight,2,0,-1.6,36.9,47.4,23.7,1119.0,low,16.0
Fusarium Wilt,0,0,0.0,36.9,47.4,23.7,1119.0,moderate,46.0
Bacterial Spot,1,0,-0.6,36.9,47.4,23.7,1119.0,low,28.0
Early Blight,1,0,-0.6,32.8,47.5,70.8,905.7,low,28.0
Late Blight,1,0,-1.0,32.8,47.5,70.8,905.7,low,16.0
Fusarium Wilt,2,0,-2.0,32.8,47.5,70.8,905.7,moderate,44.0
Bacterial Spot,1,0,-1.0,32.8,47.5,70.8,905.7,low,16.0
Early Blight,0,0,0.0,23.5,38.5,66.6,320.1,moderate,46.0
Late Blight,0,0,0.0,23.5,38.5,66.6,320.1,moderate,46.0
Fusarium Wilt,1,0,-1.0,23.5,38.5,66.6,320.1,low,16.0
Bacterial Spot,0,0,0.0,23.5,38.5,66.6,320.1,low,34.0
Early Blight,1,0,-0.6,24.2,92.8,42.7,1123.8,moderate,56.0
Late Blight,2,0,-1.6,24.2,92.8,42.7,1123.8,low,28.0
Fusarium Wilt,1,0,-1.0,24.2,92.8,42.7,1123.8,low,28.0
Bacterial Spot,1,0,-0.6,24.2,92.8,42.7,1123.8,moderate,56.0
Early Blight,1,0,-0.6,24.2,82.6,71.7,354.0,moderate,56.0
Late Blight,0,0,0.0,24.2,82.6,71.7,354.0,moderate,46.0
Fusarium Wilt,1,0,-1.0,24.2,82.6,71.7,354.0,low,28.0
Bacterial Spot,1,0,-1.0,24.2,82.6,71.7,354.0,low,28.0
Early Blight,0,0,0.0,19.8,32.4,74.8,889.2,low,34.0
Late Blight,0,0,0.0,19.8,32.4,74.8,889.2,moderate,46.0
Fusarium Wilt,1,0,-1.0,19.8,32.4,74.8,889.2,low,16.0
Bacterial Spot,1,0,-0.6,19.8,32.4,74.8,889.2,low,28.0
Early Blight,1,0,-0.6,19.8,93.6,12.7,917.4,moderate,40.0
Late Blight,2,0,-1.6,19.8,93.6,12.7,917.4,moderate,44.0
Fusarium Wilt,0,0,0.0,19.8,93.6,12.7,917.4,moderate,46.0
Bacterial Spot,0,0,0.0,19.8,93.6,12.7,917.4,moderate,46.0
Early Blight,0,0,0.0,33.6,44.3,32.5,538.5,low,34.0
Late Blight,2,0,-1.6,33.6,44.3,32.5,538.5,low,16.0
Fusarium Wilt,1,0,-1.0,33.6,44.3,32.5,538.5,moderate,44.0
Bacterial Spot,1,0,-0.6,33.6,44.3,32.5,538.5,low,28.0
Early Blight,0,0,0.0,20.0,36.9,51.9,882.0,moderate,46.0
Late Blight,0,0,0.0,20.0,36.9,51.9,882.0,moderate,46.0
Fusarium Wilt,1,0,-1.0,20.0,36.9,51.9,882.0,low,16.0
Bacterial Spot,1,0,-0.6,20.0,36.9,51.9,882.0,low,28.0
Early Blight,0,0,0.0,15.4,96.5,60.2,425.4,moderate,46.0
Late Blight,2,0,-1.6,15.4,96.5,60.2,425.4,moderate,44.0
Fusarium Wilt,1,0,-1.0,15.4,96.5,60.2,425.4,low,28.0
Bacterial Spot,1,0,-1.0,15.4,96.5,60.2,425.4,low,28.0
Early Blight,1,0,-0.6,27.4,45.1,59.7,273.1,moderate,40.0
Late Blight,1,0,-1.0,27.4,45.1,59.7,273.1,low,16.0
Fusarium Wilt,1,0,-1.0,27.4,45.1,59.7,273.1,moderate,44.0
Bacterial Spot,0,0,0.0,27.4,45.1,59.7,273.1,moderate,46.0
Early Blight,0,0,0.0,28.9,65.5,39.0,324.6,moderate,46.0
Late Blight,1,0,-1.0,28.9,65.5,39.0,324.6,low,16.0
Fusarium Wilt,1,0,-1.0,28.9,65.5,39.0,324.6,moderate,44.0
Bacterial Spot,1,0,-1.0,28.9,65.5,39.0,324.6,low,28.0
Early Blight,0,0,0.0,29.1,71.3,83.1,844.6,moderate,62.0
Late Blight,2,0,-1.6,29.1,71.3,83.1,844.6,low,16.0
Fusarium Wilt,1,0,-1.0,29.1,71.3,83.1,844.6,moderate,44.0
Bacterial Spot,1,0,-1.0,29.1,71.3,83.1,844.6,low,28.0
Early Blight,0,0,0.0,23.6,69.6,63.9,1160.3,moderate,46.0
Late Blight,0,0,0.0,23.6,69.6,63.9,1160.3,moderate,46.0
Fusarium Wilt,1,0,-1.0,23.6,69.6,63.9,1160.3,low,28.0
Bacterial Spot,2,0,-1.6,23.6,69.6,63.9,1160.3,low,16.0
Early Blight,0,0,0.0,35.2,80.1,51.9,801.7,moderate,46.0
Late Blight,2,0,-1.6,35.2,80.1,51.9,801.7,low,28.0
Fusarium Wilt,1,0,-1.0,35.2,80.1,51.9,801.7,low,28.0
Bacterial Spot,1,0,-1.0,35.2,80.1,51.9,801.7,low,16.0
Early Blight,0,0,0.0,34.1,69.2,52.6,371.3,low,34.0
Late Blight,1,0,-1.0,34.1,69.2,52.6,371.3,low,16.0
Fusarium Wilt,1,0,-1.0,34.1,69.2,52.6,371.3,moderate,44.0
Bacterial Spot,1,0,-0.6,34.1,69.2,52.6,371.3,low,28.0
Early Blight,1,0,-0.6,18.4,61.9,23.5,213.5,low,28.0
Late Blight,1,0,-0.6,18.4,61.9,23.5,213.5,moderate,40.0
Fusarium Wilt,1,0,-1.0,18.4,61.9,23.5,213.5,low,28.0
Bacterial Spot,0,0,0.0,18.4,61.9,23.5,213.5,low,34.0
Early Blight,1,0,-0.6,20.2,71.1,59.2,1108.6,moderate,56.0
Late Blight,1,0,-1.0,20.2,71.1,59.2,1108.6,low,28.0
Fusarium Wilt,1,0,-1.0,20.2,71.1,59.2,1108.6,low,28.0
Bacterial Spot,2,0,-1.6,20.2,71.1,59.2,1108.6,low,16.0
Early Blight,1,0,-0.6,30.2,55.0,16.0,164.0,low,28.0
Late Blight,2,0,-1.6,30.2,55.0,16.0,164.0,low,16.0
Fusarium Wilt,1,0,-1.0,30.2,55.0,16.0,164.0,moderate,44.0
Bacterial Spot,1,0,-1.0,30.2,55.0,16.0,164.0,low,16.0
Early Blight,0,0,0.0,25.8,43.9,63.7,343.6,moderate,46.0
Late Blight,1,0,-1.0,25.8,43.9,63.7,343.6,low,16.0
Fusarium Wilt,1,0,-1.0,25.8,43.9,63.7,343.6,moderate,44.0
Bacterial Spot,0,0,0.0,25.8,43.9,63.7,343.6,moderate,46.0
Early Blight,1,0,-0.6,18.9,79.6,32.8,655.5,moderate,40.0
Late Blight,1,0,-1.0,18.9,79.6,32.8,655.5,moderate,44.0
Fusarium Wilt,2,0,-2.0,18.9,79.6,32.8,655.5,low,28.0
Bacterial Spot,0,0,0.0,18.9,79.6,32.8,655.5,low,34.0
Early Blight,0,0,0.0,15.8,30.7,53.9,573.9,low,34.0
Late Blight,0,0,0.0,15.8,30.7,53.9,573.9,moderate,46.0
Fusarium Wilt,1,0,-1.0,15.8,30.7,53.9,573.9,low,16.0
Bacterial Spot,2,0,-1.6,15.8,30.7,53.9,573.9,low,16.0
Early Blight,0,0,0.0,36.3,60.4,71.5,1075.2,low,34.0
Late Blight,2,0,-1.6,36.3,60.4,71.5,1075.2,low,16.0
Fusarium Wilt,2,0,-2.0,36.3,60.4,71.5,1075.2,low,28.0
Bacterial Spot,1,0,-0.6,36.3,60.4,71.5,1075.2,low,28.0
Early Blight,1,0,-0.6,37.8,84.1,73.0,778.0,moderate,40.0
Late Blight,2,0,-1.6,37.8,84.1,73.0,778.0,low,28.0
Fusarium Wilt,1,0,-1.0,37.8,84.1,73.0,778.0,low,28.0
Bacterial Spot,0,0,0.0,37.8,84.1,73.0,778.0,low,34.0
Early Blight,0,0,0.0,23.4,94.6,18.6,414.1,moderate,62.0
Late Blight,0,0,0.0,23.4,94.6,18.6,414.1,moderate,62.0
Fusarium Wilt,1,0,-1.0,23.4,94.6,18.6,414.1,low,28.0
Bacterial Spot,1,0,-0.6,23.4,94.6,18.6,414.1,moderate,40.0
Early Blight,1,0,-0.6,26.4,44.5,86.8,357.2,moderate,40.0
Late Blight,1,0,-0.6,26.4,44.5,86.8,357.2,low,28.0
Fusarium Wilt,0,0,0.0,26.4,44.5,86.8,357.2,moderate,62.0
Bacterial Spot,1,0,-0.6,26.4,44.5,86.8,357.2,moderate,40.0
Early Blight,0,0,0.0,36.7,32.0,36.5,580.4,low,34.0
Late Blight,2,0,-1.6,36.7,32.0,36.5,580.4,low,16.0
Fusarium Wilt,0,0,0.0,36.7,32.0,36.5,580.4,low,34.0
Bacterial Spot,1,0,-0.6,36.7,32.0,36.5,580.4,low,28.0
Early Blight,1,0,-0.6,28.6,92.7,53.2,360.0,moderate,56.0
Late Blight,2,0,-1.6,28.6,92.7,53.2,360.0,low,28.0
Fusarium Wilt,1,0,-1.0,28.6,92.7,53.2,360.0,moderate,44.0
Bacterial Spot,0,0,0.0,28.6,92.7,53.2,360.0,moderate,62.0
Early Blight,1,0,-0.6,26.6,56.9,69.8,163.5,moderate,40.0
Late Blight,0,0,0.0,26.6,56.9,69.8,163.5,low,34.0
Fusarium Wilt,0,0,0.0,26.6,56.9,69.8,163.5,moderate,62.0
Bacterial Spot,1,0,-1.0,26.6,56.9,69.8,163.5,low,28.0
Early Blight,0,0,0.0,36.9,41.2,84.4,428.0,low,34.0
Late Blight,1,0,-1.0,36.9,41.2,84.4,428.0,low,16.0
Fusarium Wilt,1,0,-1.0,36.9,41.2,84.4,428.0,low,28.0
Bacterial Spot,1,0,-1.0,36.9,41.2,84.4,428.0,low,16.0
Early Blight,1,0,-0.6,30.8,56.4,75.8,654.8,low,28.0
Late Blight,1,0,-0.6,30.8,56.4,75.8,654.8,low,28.0
Fusarium Wilt,2,0,-2.0,30.8,56.4,75.8,654.8,moderate,44.0
Bacterial Spot,1,0,-0.6,30.8,56.4,75.8,654.8,low,28.0
Early Blight,1,0,-0.6,15.0,50.4,74.2,333.1,low,28.0
Late Blight,2,0,-1.6,15.0,50.4,74.2,333.1,low,28.0
Fusarium Wilt,0,0,0.0,15.0,50.4,74.2,333.1,moderate,46.0
Bacterial Spot,0,0,0.0,15.0,50.4,74.2,333.1,low,34.0
Early Blight,0,0,0.0,24.8,42.7,19.3,471.8,moderate,46.0
Late Blight,1,0,-1.0,24.8,42.7,19.3,471.8,low,16.0
Fusarium Wilt,0,0,0.0,24.8,42.7,19.3,471.8,moderate,46.0
Bacterial Spot,0,0,0.0,24.8,42.7,19.3,471.8,moderate,46.0
Early Blight,0,0,0.0,24.4,64.2,84.1,177.1,moderate,46.0
Late Blight,1,0,-0.6,24.4,64.2,84.1,177.1,low,28.0
Fusarium Wilt,1,0,-1.0,24.4,64.2,84.1,177.1,low,28.0
Bacterial Spot,1,0,-0.6,24.4,64.2,84.1,177.1,moderate,40.0
Early Blight,0,0,0.0,20.0,38.9,53.5,886.1,moderate,46.0
Late Blight,1,0,-1.0,20.0,38.9,53.5,886.1,low,28.0
Fusarium Wilt,1,0,-1.0,20.0,38.9,53.5,886.1,low,16.0
Bacterial Spot,1,0,-1.0,20.0,38.9,53.5,886.1,low,16.0
Early Blight,0,0,0.0,18.8,53.0,78.4,312.3,low,34.0
Late Blight,1,0,-1.0,18.8,53.0,78.4,312.3,low,28.0
Fusarium Wilt,2,0,-2.0,18.8,53.0,78.4,312.3,low,28.0
Bacterial Spot,2,0,-1.6,18.8,53.0,78.4,312.3,low,16.0
Early Blight,1,0,-0.6,25.7,95.5,17.4,512.3,moderate,56.0
Late Blight,0,0,0.0,25.7,95.5,17.4,512.3,moderate,46.0
Fusarium Wilt,2,0,-2.0,25.7,95.5,17.4,512.3,moderate,44.0
Bacterial Spot,0,0,0.0,25.7,95.5,17.4,512.3,moderate,62.0
Early Blight,0,0,0.0,19.4,57.3,72.8,511.0,low,34.0
Late Blight,1,0,-1.0,19.4,57.3,72.8,511.0,low,28.0
Fusarium Wilt,0,0,0.0,19.4,57.3,72.8,511.0,moderate,46.0
Bacterial Spot,0,0,0.0,19.4,57.3,72.8,511.0,low,34.0
Early Blight,0,0,0.0,28.3,66.2,16.5,576.4,moderate,46.0
Late Blight,2,0,-1.6,28.3,66.2,16.5,576.4,low,16.0
Fusarium Wilt,2,0,-2.0,28.3,66.2,16.5,576.4,moderate,44.0
Bacterial Spot,0,0,0.0,28.3,66.2,16.5,576.4,moderate,46.0
Early Blight,0,0,0.0,19.7,41.1,76.8,1154.1,low,34.0
Late Blight,0,0,0.0,19.7,41.1,76.8,1154.1,moderate,46.0
Fusarium Wilt,1,0,-1.0,19.7,41.1,76.8,1154.1,low,28.0
Bacterial Spot,1,0,-1.0,19.7,41.1,76.8,1154.1,low,16.0
Early Blight,1,0,-0.6,17.3,58.7,22.3,750.1,low,28.0
Late Blight,1,0,-1.0,17.3,58.7,22.3,750.1,low,28.0
Fusarium Wilt,2,0,-2.0,17.3,58.7,22.3,750.1,low,28.0
Bacterial Spot,1,0,-0.6,17.3,58.7,22.3,750.1,low,28.0
Early Blight,1,0,-0.6,35.0,88.5,74.7,145.5,moderate,40.0
Late Blight,1,0,-0.6,35.0,88.5,74.7,145.5,moderate,40.0
Fusarium Wilt,1,0,-1.0,35.0,88.5,74.7,145.5,moderate,44.0
Bacterial Spot,1,0,-0.6,35.0,88.5,74.7,145.5,moderate,40.0
Early Blight,0,0,0.0,27.0,53.7,22.4,593.9,moderate,46.0
Late Blight,2,0,-1.6,27.0,53.7,22.4,593.9,low,16.0
Fusarium Wilt,0,0,0.0,27.0,53.7,22.4,593.9,moderate,62.0
Bacterial Spot,0,0,0.0,27.0,53.7,22.4,593.9,moderate,46.0
Early Blight,0,0,0.0,33.1,80.4,67.7,814.6,moderate,46.0
Late Blight,0,0,0.0,33.1,80.4,67.7,814.6,moderate,46.0
Fusarium Wilt,0,0,0.0,33.1,80.4,67.7,814.6,moderate,62.0
Bacterial Spot,2,0,-1.6,33.1,80.4,67.7,814.6,low,16.0
Early Blight,0,0,0.0,17.1,37.5,54.3,152.9,low,34.0
Late Blight,0,0,0.0,17.1,37.5,54.3,152.9,moderate,46.0
Fusarium Wilt,1,0,-1.0,17.1,37.5,54.3,152.9,low,16.0
Bacterial Spot,0,0,0.0,17.1,37.5,54.3,152.9,low,34.0
Early Blight,1,0,-0.6,20.3,76.2,77.5,1118.8,moderate,56.0
Late Blight,2,0,-1.6,20.3,76.2,77.5,1118.8,moderate,44.0
Fusarium Wilt,0,0,0.0,20.3,76.2,77.5,1118.8,moderate,46.0
Bacterial Spot,1,0,-1.0,20.3,76.2,77.5,1118.8,low,16.0
Early Blight,1,0,-0.6,18.1,59.2,22.1,226.5,low,28.0
Late Blight,0,0,0.0,18.1,59.2,22.1,226.5,moderate,46.0
Fusarium Wilt,0,0,0.0,18.1,59.2,22.1,226.5,moderate,46.0
Bacterial Spot,0,0,0.0,18.1,59.2,22.1,226.5,low,34.0
Early Blight,0,0,0.0,33.8,87.5,80.5,874.3,moderate,46.0
Late Blight,1,0,-0.6,33.8,87.5,80.5,874.3,moderate,40.0
Fusarium Wilt,0,0,0.0,33.8,87.5,80.5,874.3,moderate,62.0
Bacterial Spot,2,0,-1.6,33.8,87.5,80.5,874.3,low,28.0
Early Blight,1,0,-0.6,17.0,39.6,13.9,338.9,low,28.0
Late Blight,1,0,-0.6,17.0,39.6,13.9,338.9,moderate,40.0
Fusarium Wilt,2,0,-2.0,17.0,39.6,13.9,338.9,low,16.0
Bacterial Spot,0,0,0.0,17.0,39.6,13.9,338.9,low,34.0
Early Blight,1,0,-0.6,15.3,47.3,73.7,547.8,low,28.0
Late Blight,1,0,-0.6,15.3,47.3,73.7,547.8,moderate,40.0
Fusarium Wilt,0,0,0.0,15.3,47.3,73.7,547.8,moderate,46.0
Bacterial Spot,1,0,-1.0,15.3,47.3,73.7,547.8,low,16.0
Early Blight,1,0,-0.6,27.7,46.1,44.0,458.3,moderate,40.0
Late Blight,1,0,-0.6,27.7,46.1,44.0,458.3,low,28.0
Fusarium Wilt,1,0,-1.0,27.7,46.1,44.0,458.3,moderate,44.0
Bacterial Spot,0,0,0.0,27.7,46.1,44.0,458.3,moderate,46.0
Early Blight,0,0,0.0,34.1,92.0,12.8,1010.5,moderate,46.0
Late Blight,2,0,-1.6,34.1,92.0,12.8,1010.5,low,28.0
Fusarium Wilt,1,0,-1.0,34.1,92.0,12.8,1010.5,moderate,44.0
Bacterial Spot,0,0,0.0,34.1,92.0,12.8,1010.5,moderate,46.0
Early Blight,1,0,-0.6,36.0,53.7,62.3,635.8,low,28.0
Late Blight,1,0,-0.6,36.0,53.7,62.3,635.8,low,28.0
Fusarium Wilt,1,0,-1.0,36.0,53.7,62.3,635.8,low,28.0
Bacterial Spot,1,0,-1.0,36.0,53.7,62.3,635.8,low,16.0
Early Blight,1,0,-0.6,25.4,88.4,62.0,1098.5,moderate,56.0
Late Blight,0,0,0.0,25.4,88.4,62.0,1098.5,moderate,46.0
Fusarium Wilt,1,0,-1.0,25.4,88.4,62.0,1098.5,moderate,44.0
Bacterial Spot,2,0,-1.6,25.4,88.4,62.0,1098.5,moderate,44.0
Early Blight,1,0,-0.6,17.0,70.8,37.6,149.4,moderate,40.0
Late Blight,1,0,-0.6,17.0,70.8,37.6,149.4,moderate,40.0
Fusarium Wilt,1,0,-1.0,17.0,70.8,37.6,149.4,low,28.0
Bacterial Spot,2,0,-1.6,17.0,70.8,37.6,149.4,low,16.0
Early Blight,0,0,0.0,21.8,78.4,81.2,452.2,moderate,62.0
Late Blight,1,0,-1.0,21.8,78.4,81.2,452.2,moderate,44.0
Fusarium Wilt,1,0,-1.0,21.8,78.4,81.2,452.2,low,28.0
Bacterial Spot,0,0,0.0,21.8,78.4,81.2,452.2,low,34.0
Early Blight,0,0,0.0,17.0,81.6,41.0,945.6,moderate,46.0
Late Blight,1,0,-1.0,17.0,81.6,41.0,945.6,moderate,44.0
Fusarium Wilt,1,0,-1.0,17.0,81.6,41.0,945.6,low,28.0
Bacterial Spot,1,0,-1.0,17.0,81.6,41.0,945.6,low,16.0
Early Blight,1,0,-0.6,35.2,70.4,60.5,964.7,moderate,40.0
Late Blight,1,0,-0.6,35.2,70.4,60.5,964.7,low,28.0
Fusarium Wilt,2,0,-2.0,35.2,70.4,60.5,964.7,low,28.0
Bacterial Spot,2,0,-1.6,35.2,70.4,60.5,964.7,low,16.0
Early Blight,0,0,0.0,30.7,33.0,15.0,500.3,low,34.0
Late Blight,1,0,-0.6,30.7,33.0,15.0,500.3,low,28.0
Fusarium Wilt,1,0,-1.0,30.7,33.0,15.0,500.3,low,28.0
Bacterial Spot,2,0,-1.6,30.7,33.0,15.0,500.3,low,16.0
Early Blight,1,0,-0.6,19.7,40.3,76.2,529.3,low,28.0
Late Blight,0,0,0.0,19.7,40.3,76.2,529.3,moderate,46.0
Fusarium Wilt,0,0,0.0,19.7,40.3,76.2,529.3,moderate,46.0
Bacterial Spot,0,0,0.0,19.7,40.3,76.2,529.3,low,34.0
Early Blight,0,0,0.0,25.4,37.3,86.5,162.2,moderate,46.0
Late Blight,2,0,-1.6,25.4,37.3,86.5,162.2,low,16.0
Fusarium Wilt,1,0,-1.0,25.4,37.3,86.5,162.2,low,28.0
Bacterial Spot,2,0,-1.6,25.4,37.3,86.5,162.2,low,28.0
Early Blight,1,0,-0.6,31.5,65.0,39.7,555.1,low,28.0
Late Blight,0,0,0.0,31.5,65.0,39.7,555.1,low,34.0
Fusarium Wilt,2,0,-2.0,31.5,65.0,39.7,555.1,moderate,44.0
Bacterial Spot,1,0,-1.0,31.5,65.0,39.7,555.1,low,16.0
Early Blight,0,0,0.0,31.4,30.5,16.8,261.6,low,34.0
Late Blight,2,0,-1.6,31.4,30.5,16.8,261.6,low,16.0
Fusarium Wilt,0,0,0.0,31.4,30.5,16.8,261.6,moderate,46.0
Bacterial Spot,1,0,-0.6,31.4,30.5,16.8,261.6,low,28.0
Early Blight,0,0,0.0,31.1,84.3,32.5,134.1,moderate,46.0
Late Blight,1,0,-0.6,31.1,84.3,32.5,134.1,moderate,40.0
Fusarium Wilt,1,0,-1.0,31.1,84.3,32.5,134.1,moderate,44.0
Bacterial Spot,1,0,-0.6,31.1,84.3,32.5,134.1,low,28.0
Early Blight,0,0,0.0,34.4,61.7,76.8,750.9,low,34.0
Late Blight,1,0,-0.6,34.4,61.7,76.8,750.9,low,28.0
Fusarium Wilt,1,0,-1.0,34.4,61.7,76.8,750.9,moderate,44.0
Bacterial Spot,1,0,-1.0,34.4,61.7,76.8,750.9,low,16.0
Early Blight,0,0,0.0,18.4,36.3,49.4,1134.4,low,34.0
Late Blight,0,0,0.0,18.4,36.3,49.4,1134.4,moderate,46.0
Fusarium Wilt,0,0,0.0,18.4,36.3,49.4,1134.4,low,34.0
Bacterial Spot,0,0,0.0,18.4,36.3,49.4,1134.4,low,34.0
Early Blight,1,0,-0.6,28.0,40.2,34.9,1170.8,moderate,40.0
Late Blight,1,0,-1.0,28.0,40.2,34.9,1170.8,low,16.0
Fusarium Wilt,1,0,-1.0,28.0,40.2,34.9,1170.8,moderate,44.0
Bacterial Spot,2,0,-1.6,28.0,40.2,34.9,1170.8,low,28.0
Early Blight,1,0,-0.6,26.6,60.7,32.6,1138.6,moderate,40.0
Late Blight,2,0,-1.6,26.6,60.7,32.6,1138.6,low,16.0
Fusarium Wilt,0,0,0.0,26.6,60.7,32.6,1138.6,moderate,62.0
Bacterial Spot,1,0,-0.6,26.6,60.7,32.6,1138.6,moderate,40.0
Early Blight,1,0,-0.6,32.2,97.5,75.9,264.0,moderate,40.0
Late Blight,1,0,-0.6,32.2,97.5,75.9,264.0,moderate,40.0
Fusarium Wilt,2,0,-2.0,32.2,97.5,75.9,264.0,moderate,44.0
Bacterial Spot,2,0,-1.6,32.2,97.5,75.9,264.0,low,28.0
Early Blight,1,0,-0.6,27.1,67.9,24.9,127.8,moderate,40.0
Late Blight,2,0,-1.6,27.1,67.9,24.9,127.8,low,16.0
Fusarium Wilt,1,0,-1.0,27.1,67.9,24.9,127.8,moderate,44.0
Bacterial Spot,1,0,-1.0,27.1,67.9,24.9,127.8,low,28.0
Early Blight,1,0,-0.6,18.7,97.1,45.3,620.1,moderate,40.0
Late Blight,2,0,-1.6,18.7,97.1,45.3,620.1,moderate,44.0
Fusarium Wilt,1,0,-1.0,18.7,97.1,45.3,620.1,low,28.0
Bacterial Spot,2,0,-1.6,18.7,97.1,45.3,620.1,low,28.0
Early Blight,1,0,-0.6,31.0,64.0,16.3,831.6,low,28.0
Late Blight,2,0,-1.6,31.0,64.0,16.3,831.6,low,16.0
Fusarium Wilt,0,0,0.0,31.0,64.0,16.3,831.6,moderate,62.0
Bacterial Spot,1,0,-0.6,31.0,64.0,16.3,831.6,low,28.0
Early Blight,1,0,-0.6,23.3,42.9,39.7,925.1,moderate,40.0
Late Blight,1,0,-1.0,23.3,42.9,39.7,925.1,low,28.0
Fusarium Wilt,1,0,-1.0,23.3,42.9,39.7,925.1,low,28.0
Bacterial Spot,0,0,0.0,23.3,42.9,39.7,925.1,low,34.0
Early Blight,1,0,-0.6,20.9,94.9,27.6,799.1,moderate,56.0
Late Blight,1,0,-0.6,20.9,94.9,27.6,799.1,moderate,56.0
Fusarium Wilt,1,0,-1.0,20.9,94.9,27.6,799.1,low,28.0
Bacterial Spot,0,0,0.0,20.9,94.9,27.6,799.1,moderate,46.0
Early Blight,0,0,0.0,23.8,50.8,66.6,443.1,moderate,46.0
Late Blight,1,0,-1.0,23.8,50.8,66.6,443.1,low,28.0
Fusarium Wilt,1,0,-1.0,23.8,50.8,66.6,443.1,low,28.0
Bacterial Spot,0,0,0.0,23.8,50.8,66.6,443.1,low,34.0
Early Blight,0,0,0.0,23.3,45.4,29.4,404.3,moderate,46.0
Late Blight,1,0,-1.0,23.3,45.4,29.4,404.3,low,28.0
Fusarium Wilt,1,0,-1.0,23.3,45.4,29.4,404.3,low,28.0
Bacterial Spot,1,0,-1.0,23.3,45.4,29.4,404.3,low,16.0
Early Blight,0,0,0.0,32.2,83.8,34.2,423.9,moderate,46.0
Late Blight,1,0,-1.0,32.2,83.8,34.2,423.9,low,28.0
Fusarium Wilt,1,0,-1.0,32.2,83.8,34.2,423.9,moderate,44.0
Bacterial Spot,1,0,-0.6,32.2,83.8,34.2,423.9,low,28.0
Early Blight,1,0,-0.6,16.6,66.1,50.5,1021.7,low,28.0
Late Blight,1,0,-1.0,16.6,66.1,50.5,1021.7,low,28.0
Fusarium Wilt,0,0,0.0,16.6,66.1,50.5,1021.7,moderate,46.0
Bacterial Spot,2,0,-1.6,16.6,66.1,50.5,1021.7,low,16.0
Early Blight,0,0,0.0,28.6,63.9,30.4,602.0,moderate,46.0
Late Blight,2,0,-1.6,28.6,63.9,30.4,602.0,low,16.0
Fusarium Wilt,0,0,0.0,28.6,63.9,30.4,602.0,moderate,62.0
